,PalabraClave,Recomendaciones
472,scoop,"[{'NombreProducto': ""Nature's Miracle Products DNAP6009 2-in-1 Rake 'n Spade Dog Poop Scoop with Pan"", 'PrecioProducto': nan}, {'NombreProducto': 'Fresh Step Cat Litter Triple Action Odor Control Scoopable, Scented - 38 lb', 'PrecioProducto': nan}, {'NombreProducto': 'Niubow Cat Litter Scoop with Long Handle, Keeps Litter Box Area Clean of Mess', 'PrecioProducto': 17.98}, {'NombreProducto': 'Sroute Pet Food Scoop; 1-Cup, Lines 1/2 Cup 1 Cup, Volumes 100ml 200ml, Dog Puppy Cat Rabbit Plastic Pet Food Scoop,Four Colors Available', 'PrecioProducto': 6.59}, {'NombreProducto': 'Heres The Scoop! Clumping Cat Litter', 'PrecioProducto': nan}]"
473,gel,"[{'NombreProducto': 'Fluker Labs Fluker Cricket Quencher Gel Orig. 7.5Lb', 'PrecioProducto': 24.0}, {'NombreProducto': 'Quiet Time Deluxe Bagel Dog Bed Sage', 'PrecioProducto': nan}, {'NombreProducto': 'E&amp;S Pets Cocker Spaniel Pen Easy Glide Gel Pen, Refillable With A Perfect Grip, Great For Everyday Use, Perfect Cocker Spaniel Gifts For Any Occasion', 'PrecioProducto': nan}, {'NombreProducto': 'GoDazzler Vintage Angel Charm', 'PrecioProducto': 4.5}, {'NombreProducto': 'K&amp;H Manufacturing Cooling Gel Pad for Pets', 'PrecioProducto': nan}]"
474,ruff,"[{'NombreProducto': 'Ideal Ruff Weather Pet Door Extra Large 9.75&quot; x 17&quot;', 'PrecioProducto': nan}, {'NombreProducto': 'Ruffin It EZ Cargo Area Protector', 'PrecioProducto': nan}, {'NombreProducto': 'Ruff Ruff and Meow Dog Hoodie, Security, Black, Large', 'PrecioProducto': nan}, {'NombreProducto': 'Ruffin It Barn Yard Buddies', 'PrecioProducto': 7.54}, {'NombreProducto': ""Max &amp; Ruffy'S W.P. Pizza Organic Grain Free 8-Ounce Dog Treats, Original Bites"", 'PrecioProducto': nan}]"
475,scratching,"[{'NombreProducto': 'Omega Paw Multi-Purpose Scratching Post, assorted colors', 'PrecioProducto': 13.2}, {'NombreProducto': 'Vivaglory Two In One Cat Scratch Lounge Scratching Beds for Cats Kitty Scratcher with Catnip, Khaki', 'PrecioProducto': nan}, {'NombreProducto': 'Molly and Friends Cradle On Top of A 27&quot; Sisal Wrapped Scratching Post', 'PrecioProducto': 62.62}, {'NombreProducto': 'Angled Sisal Rope Scratching Post Color: Beige', 'PrecioProducto': nan}, {'NombreProducto': 'MY CAT JUST LOVES ITS ALL IN ONE CATHOUSE WITH 22 INCH SCRATCHING POST', 'PrecioProducto': nan}]"
476,memorial,"[{'NombreProducto': 'Pet Memory Stone In Memorial Faithful Friend', 'PrecioProducto': nan}, {'NombreProducto': 'Forget-Me-Not Memorial Pet Urn', 'PrecioProducto': nan}, {'NombreProducto': 'VALYRIA Jewelry Dog Bone Urn Pendant Necklace,Stainless Steel Memorial Jewelry', 'PrecioProducto': nan}, {'NombreProducto': 'Near &amp; Dear Pet Memorials Elite Cloisonn&eacute; Floral Blush Pet Cremation Urn, 50 Cubic Inch, Pink', 'PrecioProducto': 82.71}, {'NombreProducto': 'Personalized Dog Cat with Guardian Angel Pet Memorial 12&quot;x12&quot; Engraved Black Granite Grave Marker Head Stone Plaque', 'PrecioProducto': 129.95}]"
477,slip,"[{'NombreProducto': 'Remington Sporting Dog Braided Rope Leash, Orange, Slip, 6 ft. R0216-SOR06', 'PrecioProducto': 12.09}, {'NombreProducto': 'Pro Pet Dog Nylon Rope Training Leash Slip Lead Strap Adjustable Traction Collar', 'PrecioProducto': nan}, {'NombreProducto': 'Zipper Dog Bed Cover for Pet Bed Mat Cushion Removable Waterproof Non-Slip Replacement Do It Yourself', 'PrecioProducto': nan}, {'NombreProducto': 'Waterproof Pet Boots Nonslip Running Shoes for Small to Large Dogs 4 Pcs', 'PrecioProducto': nan}, {'NombreProducto': 'Dog Shoes Dog Boots Waterproof for Medium Dogs Shoes with Reflective Velcro Rugged Anti-Slip Sole 4pcs Pack', 'PrecioProducto': 9.69}]"
478,dingo,"[{'NombreProducto': 'Red Dingo Reflective Martingale Dog Collar, Medium, Dark Blue', 'PrecioProducto': 4.0}, {'NombreProducto': 'Dingo Goofballs Chicken and Raw Hide Chew, 20-Count', 'PrecioProducto': nan}, {'NombreProducto': 'Red Dingo Custom Engraved Stainless Steel and Enamel Dog ID Tag - Camouflage', 'PrecioProducto': 14.99}, {'NombreProducto': 'Dingo Munchy Bits', 'PrecioProducto': nan}, {'NombreProducto': 'Dingo Holiday-Themed Rawhide Chew for Dogs with Real Chicken', 'PrecioProducto': 15.64}]"
479,dark,"[{'NombreProducto': 'Red Dingo Reflective Martingale Dog Collar, Medium, Dark Blue', 'PrecioProducto': 4.0}, {'NombreProducto': 'Sps200 Elegant Photo Frame Mahogany Wood Cremation Urn (80 Cubic In., DARK BROWN)Stock In USA 7 Days Delivery', 'PrecioProducto': nan}, {'NombreProducto': 'PETCEE Dog Mats for Food,FDA Grade Silicone,Large Dog Mat 15.7&quot;x23.6&quot;Pet Food Mat Dog Bowl Placemat (Dark Red)', 'PrecioProducto': nan}, {'NombreProducto': 'ROGZ Catz Small 3/8-Inch Glow Cat Safeloc Breakaway Clip Adjustable, Reflective and Glow-in-the-Dark Cat Collar', 'PrecioProducto': 10.49}, {'NombreProducto': 'Petco Dark Blue Aquarium Gravel, 20 lbs.', 'PrecioProducto': nan}]"
480,flashing,"[{'NombreProducto': 'Night Safety Dog Collar Waterproof LED Pet Flashing Collar', 'PrecioProducto': nan}, {'NombreProducto': 'Biltek Pink LED Light Dog Collar - Small - Dog Pet Night Safety Fashionable Flashing Light Up Collar Nylon Large Adjustable', 'PrecioProducto': nan}, {'NombreProducto': 'MR.Jiang Pet Leash Rope LED Flashing Dog Safety Lead Light Nylon Secure Convenient Waterproof Durable', 'PrecioProducto': 3.58}, {'NombreProducto': 'Orange LED Flashing Dog Harness, Strong Nylon Webbing, Comfortable and Completely Weather Resistant, Medium', 'PrecioProducto': nan}, {'NombreProducto': 'VISIGLO SMALL FLASHING DOG COLLARS 10-14, BLACK NYLON DOG COLLAR WITH GREEN LEDs', 'PrecioProducto': nan}]"
481,arthritis,"[{'NombreProducto': 'Buddy&amp;Max Glucosamine for Dogs - Hip and Joint Supplement - Anti Arthritis Dog Glucosamine Chondroitin Chewable Supplement', 'PrecioProducto': 23.47}, {'NombreProducto': 'Buddy&amp;Max Glucosamine for Dogs - Hip and Joint Supplement - Anti Arthritis Dog Glucosamine Chondroitin Chewable Supplement', 'PrecioProducto': 23.47}, {'NombreProducto': 'Buddy&amp;Max Glucosamine for Dogs - Hip and Joint Supplement - Anti Arthritis Dog Glucosamine Chondroitin Chewable Supplement', 'PrecioProducto': 23.47}, {'NombreProducto': 'Buddy&amp;Max Glucosamine for Dogs - Hip and Joint Supplement - Anti Arthritis Dog Glucosamine Chondroitin Chewable Supplement', 'PrecioProducto': 30.55}, {'NombreProducto': 'Technyflex Equine Premium Joint Supplement 100 Gram Reduces Pain, Swelling, Inflammation From Arthritis and DJD. 100% New Zealand Greenlipped Mussel With Omega 3&rsquo;s Improves Flexibility And Movement', 'PrecioProducto': 139.99}]"
482,tube,"[{'NombreProducto': 'Marshall Ferret Hanging Tube', 'PrecioProducto': nan}, {'NombreProducto': 'Woodlink NATUBE4 Audubon Peanut Or Black Oil Seed Screen Feeder', 'PrecioProducto': 26.09}, {'NombreProducto': 'Super Pet Corn Husk Tube Chewable Hideout', 'PrecioProducto': 7.6}, {'NombreProducto': 'Pet Cat Soft Claw Nail Caps Halloween Color (Orange &amp; Black) Size S, (20pcs nail caps, 1 tube of adhesive with instruction)', 'PrecioProducto': nan}, {'NombreProducto': '10x Aquarium Suction Cup Holder Sucker Pipe Clip For Air Line Water Pump Tube Heater', 'PrecioProducto': 4.59}]"
483,freeze,"[{'NombreProducto': ""Fluker's 1 oz Freeze Dried River Shrimp"", 'PrecioProducto': 14.49}, {'NombreProducto': 'Beefeaters Freeze Dried Salmon Treats for Cats, 2oz', 'PrecioProducto': nan}, {'NombreProducto': ""Stella &amp; Chewy's Carnivore Crunch Beef, Freeze-Dried Dog Treats 3.25oz bags (Pack of 3)"", 'PrecioProducto': 29.97}, {'NombreProducto': ""Dr. Harvey'S Oracle Freeze Dried Raw Complete Diet For Dogs In Grain Free Tripe Bag, 6-Pound"", 'PrecioProducto': nan}, {'NombreProducto': 'AODE&reg; Digital LCD Fish Tank Aquarium Water Terrarium Refrigerator Freezer Sensor Thermometer -58&deg;F to +158&deg;F with Clock 100575', 'PrecioProducto': nan}]"
484,feast,"[{'NombreProducto': ' Fancy Feast Elegant Medleys Yellowfin Tuna Primavera With Garden Veggies And Greens (24/3-oz cans) ', 'PrecioProducto': nan}, {'NombreProducto': 'Fancy Feast Elegant Medleys White Meat Chicken Florentine with Garden Greens (24/3-oz cans)', 'PrecioProducto': nan}, {'NombreProducto': 'Goldenfeast Tropical Fruit Pudding IV Bits &amp; Pieces 25oz', 'PrecioProducto': nan}, {'NombreProducto': 'Premium Natural Dog Food: Rustic Feast Turkey Formula - 15lbs.', 'PrecioProducto': 35.0}, {'NombreProducto': 'Goldenfeast Madagascar Delite 64Oz Bird Food', 'PrecioProducto': 20.47}]"
485,total,"[{'NombreProducto': 'Dog Vitamins - Total Health Vitamins for Dogs - Multi-Tab Liver Flavored Chewables - 60 Count - Made in USA', 'PrecioProducto': nan}, {'NombreProducto': 'Tiki Cat Queen Emma Luau Variety Pack Cat Cans, 2.8 ounces, 12 cans total', 'PrecioProducto': 21.16}, {'NombreProducto': 'Blue Buffalo Blue Bits Natural Soft Moist Training Treats For Dogs 3 Flavor Variety Bundle: (1) Blue Bits Tender Beef Recipe Treats, (1) Blue Bits Tasty Chicken Recipe Treats, and (1) Blue Bits Tempting Turkey Recipe Treats, 4 Oz. Ea. (3 Bags Total)', 'PrecioProducto': 16.2}, {'NombreProducto': ""Milo's Kitchen Home-Style Dog Treats 3 Flavor Variety Bundle: (1) Duck Jerky Recipe, (1) Chicken Grillers Recipe With Natural Smoke Flavor, and (1) Chicken Jerky Recipe, 2.7 Oz. Ea. (3 Bags Total)"", 'PrecioProducto': 18.99}, {'NombreProducto': 'Marineland Canister Filter Bio-Balls for C-Series Filters, 270 Bio-Balls Total (3 Packs with 90 per Pack)', 'PrecioProducto': nan}]"
486,royal,"[{'NombreProducto': 'Tough-1 Sierra Acrylic Saddle Blanket Royal 32x64', 'PrecioProducto': 15.19}, {'NombreProducto': 'Royal Treatment Organic Fresh Currant and Blackberry with Organic Oatmeal Tearless and Brightening Shampoo for Pets, 13.5-Ounce', 'PrecioProducto': nan}, {'NombreProducto': 'Royal Pet Supplies Inc Beefeaters Piggy Compressed Bone', 'PrecioProducto': nan}, {'NombreProducto': 'Easy Walk Harness - Navy and Royal in Large', 'PrecioProducto': nan}, {'NombreProducto': 'Auburn Leathercrafters Rolled Dog Collar - Royal Blue - 16', 'PrecioProducto': 39.99}]"
487,battery,"[{'NombreProducto': 'Havahart Wireless Dog Fence Systems Extra Battery Charger', 'PrecioProducto': nan}, {'NombreProducto': 'MOULTRIE 30 Gallon Feedcaster Pro Tripod Fish Feeder + 6 Volt Battery &amp; Charger', 'PrecioProducto': nan}, {'NombreProducto': 'HQRP Battery Charger AC Adapter for Petsafe RFA-220, PDT00-112340, PDT00-10867, Yard and Park PDT00-12470 Dog Training Collar Receiver Transmitter RFA-416 RFA-417 FR-200P + Euro Plug Adapter', 'PrecioProducto': 1.96}, {'NombreProducto': 'Dogtra BP12RT Battery Replacement for Dogtra Dog Training Collar Transmitter Battery (300mAh, 4.8V, NI-MH) - Compatible with Dogtra 300M, YS500, SureStim H Plus, 1900 NCP, 302M, SureStim M Plus, 2000 T&amp;B, 280 NCP, BP12RT, 7100H', 'PrecioProducto': 3.99}, {'NombreProducto': 'ANODIZED BILLET ALUMINUM BATTERY TIE DOWN FOR HONDA Civic S2000 Integra RSX TSX', 'PrecioProducto': nan}]"
488,santa,"[{'NombreProducto': 'Puppia Santa Dog Harness Large Red Plaid', 'PrecioProducto': nan}, {'NombreProducto': ""Rubie's Costume Co Santa Claus Pet Costume, Large, Large"", 'PrecioProducto': 9.99}, {'NombreProducto': 'Zanies Berber and Plush Dream Time Snuggler Dog Toy, 7-Inch, Santa', 'PrecioProducto': 9.99}, {'NombreProducto': 'ecoFLEX Santa Fe Chalet Style Dog House', 'PrecioProducto': nan}, {'NombreProducto': 'NuoYa001 Alien Spock Ears Santa Claus Hobbit Anime Manga Pointed Elf Ear Costume Space', 'PrecioProducto': nan}]"
489,pendant,"[{'NombreProducto': 'Xsmall: Pink Leather, Animal Print,rhinestone Dog Collar w/ Bling Dog Bone Pendant &amp; Faux Fur', 'PrecioProducto': 19.99}, {'NombreProducto': 'Pet Healing Crystal Reiki Charm Cage Pendant', 'PrecioProducto': nan}, {'NombreProducto': 'Pawprint Lobster Clasp Pendant Pet Dog Collar ID Tag Blue Silver Tone', 'PrecioProducto': nan}, {'NombreProducto': 'VALYRIA Jewelry Dog Bone Urn Pendant Necklace,Stainless Steel Memorial Jewelry', 'PrecioProducto': nan}, {'NombreProducto': 'Fall Out Boy Logo Fashion Image Design Personalized Dog Tag Pet Tag Dogtag Cat Tag Necklace Pendant', 'PrecioProducto': nan}]"
490,stripe,"[{'NombreProducto': 'Happy Puppy Designer Dog Apparel - Striped Red Sailor Dress - Color: Red, Size: M', 'PrecioProducto': nan}, {'NombreProducto': 'forthedogs Dog Day Bed, X-Small, Broad Stripe', 'PrecioProducto': nan}, {'NombreProducto': 'Sassy Dog Wear 1/2&quot; x 8&quot;-16&quot; Stripe Dog Harness', 'PrecioProducto': 4.0}, {'NombreProducto': 'Best Pet Supplies Lotus Bed for Pets, Small, Tan Stripes', 'PrecioProducto': 34.56}, {'NombreProducto': 'Blueberry Pet Leashes for Dogs,  4 ft x 1&quot;, Large,  Apple Green Stripe Dog Leash with Neoprene Padded Handle, Matching Collar Available Separately', 'PrecioProducto': nan}]"
491,canister,"[{'NombreProducto': 'Fluval FX-4 or FX-6 Aquarium Canister Filter Package', 'PrecioProducto': nan}, {'NombreProducto': '6 lbs Activated Carbon in 6 Media Bags for aquarium fish pond canister filter', 'PrecioProducto': nan}, {'NombreProducto': 'Penn Plax Cascade 700/1000 GPH Canister Filter Aquarium Bio Sponge Replacement, 1 Pack', 'PrecioProducto': 4.4}, {'NombreProducto': 'Fluval MSF Filter Case for Canister Filter, 6-4/5 by 9-4/5 by 10-1/2-Inch', 'PrecioProducto': 39.99}, {'NombreProducto': 'Aria Polyester Gigi Dog Bows Canister with Rubber Band, 48-Pack', 'PrecioProducto': nan}]"
492,tug,"[{'NombreProducto': 'Ethical Pets Rainbow Crinkler Tennis Ball Tug, 13-Inch', 'PrecioProducto': nan}, {'NombreProducto': ""Boss Pet 03897 Digger's Multi-Colored Figure 8 Rope Tug Dog Toy"", 'PrecioProducto': 6.07}, {'NombreProducto': 'Spunkeez Tug Toy with Tennis Ball', 'PrecioProducto': 24.05}, {'NombreProducto': 'Flossy Chews Poly Dri Rope Figure -Inch8-Inch Tug with 2-1/2-Inch Ball, Medium, 15-Inch', 'PrecioProducto': nan}, {'NombreProducto': 'Grriggles Fundamentals Tennis Tugs Pet Toy Ball, Raspberry', 'PrecioProducto': 11.25}]"
493,quick,"[{'NombreProducto': 'Cetacea Soft Martingale Collar with Quick Release, Large, Blue', 'PrecioProducto': 12.59}, {'NombreProducto': 'Hollywood Quick Release Ultra Suede Harness, Pink Leopard, XS 10in-12in', 'PrecioProducto': nan}, {'NombreProducto': 'Quick-Tag Novelty Pet I.D. Tag Harley Davidson Bone Large', 'PrecioProducto': 18.0}, {'NombreProducto': 'Cetacea Drag Free Leash with Quick Release Handle, 8-Feet, Black', 'PrecioProducto': nan}, {'NombreProducto': 'Gentle Leader Quick Release Headcollar: Small, Deep Puple', 'PrecioProducto': nan}]"
494,sided,"[{'NombreProducto': 'Rain Fresh Background Double Sided Size: 19 x 50', 'PrecioProducto': 37.8}, {'NombreProducto': 'Yorkie Key Chain &quot;Spinning Pet Key Chains&quot;Double Sided Spinning Center With Yorkies Face Made Of Heavy Quality Metal Unique Stylish Yorkie Gifts', 'PrecioProducto': 6.99}, {'NombreProducto': 'E&amp;S Pets Pomeranian Double Sided Spinning Key Chain, KC-27', 'PrecioProducto': 9.18}, {'NombreProducto': 'Pet Soft-sided Carriers for Cats Small Dogs Kitten ,Medium', 'PrecioProducto': nan}, {'NombreProducto': '48&quot;(L) x 23&quot;(H) Double Sided Aquarium Background', 'PrecioProducto': 15.9}]"
495,camo,"[{'NombreProducto': 'THE WOODS Camo Plush Pet Beds (Lavender, Small)', 'PrecioProducto': nan}, {'NombreProducto': 'FouFou Dog Canada Fouse Reversible Winter Coat for Dogs, Medium, Camo Pink/Pink', 'PrecioProducto': nan}, {'NombreProducto': 'Multipet Green Camouflage Small Animal Happy Hut, 9&quot; L X 5&quot; W X 6&quot; H', 'PrecioProducto': 7.69}, {'NombreProducto': 'Red Dingo Custom Engraved Stainless Steel and Enamel Dog ID Tag - Camouflage', 'PrecioProducto': 14.99}, {'NombreProducto': 'Cozy Critter Navy Digital Camouflage Dog Collar', 'PrecioProducto': 16.95}]"
496,cool,"[{'NombreProducto': 'Cooling Dog Bed Cover Fitted Sheet in Cappuccino', 'PrecioProducto': nan}, {'NombreProducto': 'AQUATEK ChillMaster Aquarium Cooling Fan 6 Fan Model (AQT-F06)', 'PrecioProducto': nan}, {'NombreProducto': 'JEBO F-60204 Aquarium Cooling System Fan', 'PrecioProducto': 38.99}, {'NombreProducto': ""A4 Men's Cooling Performance Crew Short Sleeve Tee"", 'PrecioProducto': 3.43}, {'NombreProducto': 'Cool Runners Faux Leather Dog Couch/Sofa/Bed with Faux Suede Tufted Cushion, Brown 36&quot; x 21&quot; x 15&quot;', 'PrecioProducto': nan}]"
497,comfortable,"[{'NombreProducto': 'Orange LED Flashing Dog Harness, Strong Nylon Webbing, Comfortable and Completely Weather Resistant, Medium', 'PrecioProducto': nan}, {'NombreProducto': 'Vktech Pet Doggy Cat Comfortable Sling Carrier Pouch Travel Traveler Tote Bag Handbag', 'PrecioProducto': 14.99}, {'NombreProducto': 'LazyBonezz Luxury Faux Leather and Nylon Dog Leash for The Trendy Pet with Comfortable Grip and Metal Clasp', 'PrecioProducto': nan}, {'NombreProducto': 'Spikes Studded Leather Training Dog Pet Muzzle Safety &amp; Comfortable Anti Chewing Bark Bite Dog Muzzle PU Leather Pink Leopard Print 3&quot;', 'PrecioProducto': nan}, {'NombreProducto': 'PAWZ Road Dog Woolen Clothes Fur Collar Pet Winter Coat Super Warm and Comfortable', 'PrecioProducto': nan}]"
498,frame,"[{'NombreProducto': 'Doggles X-Small K9 Optix Sunglasses for Dogs, Silver Frame, Pink Lens', 'PrecioProducto': nan}, {'NombreProducto': 'Pet Urn Oak Wood Photo Frame Pet Urn with Glass Frame Dog Cat Small Animal Cremation Urn', 'PrecioProducto': nan}, {'NombreProducto': 'Sps200 Elegant Photo Frame Mahogany Wood Cremation Urn (80 Cubic In., DARK BROWN)Stock In USA 7 Days Delivery', 'PrecioProducto': nan}, {'NombreProducto': 'Richell Option Frame for Auto Deluxe Pet Gate', 'PrecioProducto': nan}, {'NombreProducto': 'Golden Retriever 2 1/2 x 3 1/2 Photo Frame', 'PrecioProducto': 10.49}]"
499,reef,"[{'NombreProducto': 'Reef One Biorb Heater Pack', 'PrecioProducto': nan}, {'NombreProducto': 'Marc Weiss Reef Bugs - Aquarium Coral Food', 'PrecioProducto': 21.99}, {'NombreProducto': 'Aquarium Red Lava Rock Moss Plant Reef Rock Cichlid Cave All water type safe, 10 Stones', 'PrecioProducto': nan}, {'NombreProducto': 'Aquarium LED Light Bar 72&quot; ReefBar Pro 50/50 Blue/12k 66x 3W Bridgelux 125 150 220 240 gallon', 'PrecioProducto': nan}, {'NombreProducto': ""One and Only Saltwater Reef Cycling Bacteria - Dr. Tim's"", 'PrecioProducto': 23.64}]"
500,caps,"[{'NombreProducto': 'PetAlive Natural Moves for Pet Regular Healthy Bowels (60 Caps)', 'PrecioProducto': 20.0}, {'NombreProducto': 'Azodyl 60 Capsules, 6 Pack [360 Capsules]', 'PrecioProducto': nan}, {'NombreProducto': 'Pet Cat Soft Claw Nail Caps Halloween Color (Orange &amp; Black) Size S, (20pcs nail caps, 1 tube of adhesive with instruction)', 'PrecioProducto': nan}, {'NombreProducto': 'Natura Petz Shake Ur Groove Thing Excretory and Parasite Detox and Body Clarifier and Digestive Support for Puppies, 90 Capsules, 400mg Per Capsule', 'PrecioProducto': 24.9}, {'NombreProducto': 'Kitty Caps Nail Caps - Navy Blue/Cool Gray Medium', 'PrecioProducto': nan}]"
501,probiotic,"[{'NombreProducto': 'Buddy&amp;Max Probiotic Chews for Dogs - Digestive Enzymes - Diarrhea, Stomach, Vomit, Gas, Weight Support, Allergy Relief - Contains Prebiotics - Dog Probiotics Supplement - 130 Chews', 'PrecioProducto': 26.45}, {'NombreProducto': 'Buddy&amp;Max Probiotic Chews for Dogs - Digestive Enzymes - Diarrhea, Stomach, Vomit, Gas, Weight Support, Allergy Relief - Contains Prebiotics - Dog Probiotics Supplement - 130 Chews', 'PrecioProducto': 27.85}, {'NombreProducto': 'Buddy&amp;Max Probiotic Chews for Dogs - Digestive Enzymes - Diarrhea, Stomach, Vomit, Gas, Weight Support, Allergy Relief - Contains Prebiotics - Dog Probiotics Supplement - 130 Chews', 'PrecioProducto': 27.85}, {'NombreProducto': ' Nutri-Vet Probiotics with Wild Alaskan Salmon Oil for Dogs, 8-Ounce ', 'PrecioProducto': nan}, {'NombreProducto': 'Buddy&amp;Max Probiotic Chews for Dogs - Digestive Enzymes - Diarrhea, Stomach, Vomit, Gas, Weight Support, Allergy Relief - Contains Prebiotics - Dog Probiotics Supplement - 130 Chews', 'PrecioProducto': 27.85}]"
502,cave,"[{'NombreProducto': ' Exotic Environments Piranha Fish Cave Aquarium Ornament, 4-Inch by 2-Inch by 2-1/2-Inch ', 'PrecioProducto': 20.99}, {'NombreProducto': 'Exo Terra PT2922 Tortoise Cave', 'PrecioProducto': 37.96}, {'NombreProducto': '3 Size Egyptian Ceramic Jar Decor Aquarium Ornament Cave CICHLID Bonsai Vase Hide (Large)', 'PrecioProducto': 26.98}, {'NombreProducto': 'Aquarium Red Lava Rock Moss Plant Reef Rock Cichlid Cave All water type safe, 10 Stones', 'PrecioProducto': nan}, {'NombreProducto': 'Lalawow Soft Pet Pets Bed Dog Puppy Cat Kitten Bed House Sleeping Warm Mat Cave Igloo (Camouflage, Medium)', 'PrecioProducto': nan}]"
503,1.5,"[{'NombreProducto': 'Meyda Tiffany 14425 Fabric &amp; Fringe Tulip Lamp Shade, 11.5&quot; Width', 'PrecioProducto': nan}, {'NombreProducto': 'A&amp;E Cage Company Medium Sandstone Straight Branch ? 11.5? x 1.4? Sandstone', 'PrecioProducto': 21.6}, {'NombreProducto': 'dogIDS Personalized Laser Engraved 1.5 x 1 inch Texas Longhorns Bone Shape Pet ID Tag - Free Tag Silencer', 'PrecioProducto': 19.0}, {'NombreProducto': 'Paco Collars - &quot;Xdog Deluxe&quot; - Exclusive Handmade Leather Large Dog Collar - 1.5&quot;Wide - Silver - Black 20&quot;-22&quot;', 'PrecioProducto': nan}, {'NombreProducto': 'Shadow River Premium USA Beef X-Small Dog Bones 1.5&quot; Thick, 2-3&quot; Diameter (3 Pk)', 'PrecioProducto': nan}]"
504,jumpsuit,"[{'NombreProducto': 'Pet Dog Puppy Winter Clothes Jumpsuit Bear Warm Fleece Hoodie Hooded Coat,Asian size', 'PrecioProducto': nan}, {'NombreProducto': 'Qiyun Puppy Pet Small Dog Fleece Hoodie Coat Bone Jumpsuit Clothes Red X-S...', 'PrecioProducto': nan}, {'NombreProducto': 'Alfie Pet by Petoga Couture - Joss Polo Jumpsuit with Tie', 'PrecioProducto': nan}, {'NombreProducto': 'Puppia Meek Turtle Neck Dog Jumpsuit, Large, Melange Beige', 'PrecioProducto': nan}, {'NombreProducto': 'Denim Jeans HUG Panda Pup Pet Clothes Warm Cat Dog Clothes Hoody Jumpsuit Tracksuit XS S M L XL', 'PrecioProducto': nan}]"
505,hanging,"[{'NombreProducto': 'Hanging Mirror w/ Bell - Stainless Steel by Penn-Plax', 'PrecioProducto': 11.39}, {'NombreProducto': 'Marshall Ferret Hanging Tube', 'PrecioProducto': nan}, {'NombreProducto': 'Derby Originals 36&rdquo; Easy Feed Soft Mesh Poly Rope Hanging Hay Net with 7x7&rdquo; Holes', 'PrecioProducto': 7.43}, {'NombreProducto': 'AGPTEK Aquarium Fish Tank Beaming Underwater Submersible Air Bubble Slow Color Changing Safe LED Lights Flood Lights', 'PrecioProducto': 17.01}, {'NombreProducto': 'Alfie Pet by Petoga Couture - Aria Hanging Hideout for Small Animals like Guinea Pig and Rabbit - Color: Hot Pink', 'PrecioProducto': nan}]"
506,authentic,"[{'NombreProducto': 'CaribSea Aquatics African Cichlid Mix Sand, 20-Pound, Rift Lake Authentic', 'PrecioProducto': 31.65}, {'NombreProducto': 'Puppia Authentic Combat RiteFit Harness, Navy, Medium', 'PrecioProducto': nan}, {'NombreProducto': 'Puppia Authentic Cyberspace Pet Harness A, Small, Black', 'PrecioProducto': nan}, {'NombreProducto': 'Puppia Authentic Ensemble Sanitary Pet Panties, Medium, Indian Pink', 'PrecioProducto': nan}, {'NombreProducto': 'Puppia Authentic Cyberspace Pet Harness A, Large, Black', 'PrecioProducto': nan}]"
507,complete,"[{'NombreProducto': 'Wellness Complete Salmon, Salmon Meal &amp; Deboned Turkey Dry Cat Food - 5 lbs 14 oz (2.7 Kg)', 'PrecioProducto': nan}, {'NombreProducto': 'Rio Plus 1400 Complete Impeller', 'PrecioProducto': 16.96}, {'NombreProducto': 'Groomers Helper Complete Professional Kit A MUST HAVE', 'PrecioProducto': nan}, {'NombreProducto': 'Caribsea Eco-Complete Planted Aquarium Sand, 20-Pound, Black', 'PrecioProducto': nan}, {'NombreProducto': 'VG Woss Complete Grooming Harness Systems', 'PrecioProducto': nan}]"
508,daily,"[{'NombreProducto': 'KINGCAMP&reg;Backpack for Daily Waking', 'PrecioProducto': nan}, {'NombreProducto': 'Excel Daily Multi-Vitamin For Adult Dogs, Chewable Suppliment', 'PrecioProducto': 15.66}, {'NombreProducto': 'LM Animal Farms Classic Essential Daily Nutrition Canary Food (2 lbs.)', 'PrecioProducto': nan}, {'NombreProducto': 'Pet Promise Daily Health Formula, 25-Pound', 'PrecioProducto': nan}, {'NombreProducto': 'Bright Bites Daily Dental Dog Treats, Tasty Cinnamon Large (4 Packs Of 8 Treats)', 'PrecioProducto': nan}]"
509,electronic,"[{'NombreProducto': 'LUXMO LUXURY MOBILE Electronic Anti-Bark Dog Training Shock Collar', 'PrecioProducto': nan}, {'NombreProducto': 'Plexidor Large Door Mount PDE Electronic Pet Door in Bronze', 'PrecioProducto': nan}, {'NombreProducto': 'IN GROUND STUBBORN DOG FENCE 2 PC &quot;Ctg: DOG PRODUCTS - DOG CONTAINMENT - ELECTRONIC&quot;', 'PrecioProducto': 18.44}, {'NombreProducto': 'Mini 1000g X 0.1g LCD Display Pocket Digital Scale Electronic Jewelry Scales', 'PrecioProducto': nan}, {'NombreProducto': 'Carejoy Baby Toy Swimming Robot Fish Activated in Water Magical Electronic Toy Kids Children Gift', 'PrecioProducto': nan}]"
