,PalabraClave,Recomendaciones
536,feel,"[{'NombreProducto': 'Can You Feel It?', 'PrecioProducto': 5.0}, {'NombreProducto': 'Cecil Taylor, William Parker, Tony Oxley,Cecil Taylor: Looking (Berlin Version)-the Feel Trio,FMP,JUL4U-73575"" />', 'PrecioProducto': nan}, {'NombreProducto': 'Donna Summer / I Feel Love (Patrick Cowley 15 Min Mix)', 'PrecioProducto': nan}, {'NombreProducto': 'Feel Like Shit... Deja Vu / Controlled by Hatred by Suicidal Tendencies (1989) Audio CD', 'PrecioProducto': nan}, {'NombreProducto': 'Scott Coner-feels Like Friday!', 'PrecioProducto': 4.0}]"
537,second,"[{'NombreProducto': '<span class=""a-size-medium a-color-secondary a-text-normal""', 'PrecioProducto': nan}, {'NombreProducto': '<span class=""a-size-medium a-color-secondary a-text-normal""', 'PrecioProducto': nan}, {'NombreProducto': '<span id=""parentalAdvisory"" class=""a-size-medium a-color-secondary a-text-normal""', 'PrecioProducto': nan}, {'NombreProducto': '<span class=""a-size-medium a-color-secondary a-text-normal""', 'PrecioProducto': 1.94}, {'NombreProducto': '<span class=""a-size-medium a-color-secondary a-text-normal""', 'PrecioProducto': nan}]"
538,hour,"[{'NombreProducto': 'KINKS Golden Hour 2 Record Set', 'PrecioProducto': 14.36}, {'NombreProducto': 'A Golden Hour of Sandie Shaw', 'PrecioProducto': nan}, {'NombreProducto': 'Golden Hour of the Kinks / THE KINKS', 'PrecioProducto': 12.29}, {'NombreProducto': ""Radio Bob Dylan's Theme Time Radio Hour"", 'PrecioProducto': 15.9}, {'NombreProducto': '24 Hours To Nowhere', 'PrecioProducto': 26.99}]"
539,singing,"[{'NombreProducto': 'German Beer Drinking Songs (For Singing, Dancing)', 'PrecioProducto': 6.98}, {'NombreProducto': 'A GRAND NIGHT FOR SINGING', 'PrecioProducto': 49.99}, {'NombreProducto': 'How Can I Keep From Singing?', 'PrecioProducto': 11.97}, {'NombreProducto': 'Singing Babies Toddler Tunes', 'PrecioProducto': nan}, {'NombreProducto': 'Singing Your Songs', 'PrecioProducto': 13.91}]"
540,dancing,"[{'NombreProducto': 'German Beer Drinking Songs (For Singing, Dancing)', 'PrecioProducto': 6.98}, {'NombreProducto': 'Dancing Spirits', 'PrecioProducto': nan}, {'NombreProducto': 'Johnny Coco &amp; George Hines/ Presents Melodies For Dancing From The Enchanted Islands LP', 'PrecioProducto': nan}, {'NombreProducto': 'Dancing in the Dark &amp; Other Great Hits', 'PrecioProducto': 7.99}, {'NombreProducto': 'Dancing Queens &quot;The Best Gay Anthems of All Time (Vol. 2)&quot; [19 Tracks]', 'PrecioProducto': 37.47}]"
541,studio,"[{'NombreProducto': 'KBCO Studio C Volume 1', 'PrecioProducto': nan}, {'NombreProducto': 'James Last In Los Angeles - The Legendary 1975 Record Plant Studio Sessions', 'PrecioProducto': nan}, {'NombreProducto': 'Touch My Soul: Studio 102 Essentials', 'PrecioProducto': 8.99}, {'NombreProducto': 'A&amp;R Studios 1971', 'PrecioProducto': 17.97}, {'NombreProducto': 'Sta bi dao da si na mom mjestu, Studio album 1975', 'PrecioProducto': nan}]"
542,were,"[{'NombreProducto': 'Halos Were Found At the Landing Site', 'PrecioProducto': 99.95}, {'NombreProducto': 'You Were There', 'PrecioProducto': 4.98}, {'NombreProducto': 'Where Were You When the Music Played? : The Fifties (4 CD Set)', 'PrecioProducto': 8.0}, {'NombreProducto': 'Stepmothers,You Were Never My Age,Posh Boy"" />', 'PrecioProducto': nan}, {'NombreProducto': 'soul coaxing (ame caline) / if i were a carpenter 45 rpm single', 'PrecioProducto': nan}]"
543,eddie,"[{'NombreProducto': 'EDDIE FISHER: BRING BACK THE THRILL(POP LP VINYL, 1963)', 'PrecioProducto': 3.0}, {'NombreProducto': 'Frank Teschemacher / Eddie Condon 1928-30', 'PrecioProducto': nan}, {'NombreProducto': 'Eddie Holland: Greatest Hits; the Complete Eddie Holland', 'PrecioProducto': nan}, {'NombreProducto': 'Eddie Bauer: H Is for Holiday, a Seasonal Collection of Rhythm and Blues', 'PrecioProducto': 2.92}, {'NombreProducto': ""Live At Eddie's Attic"", 'PrecioProducto': nan}]"
544,tommy,"[{'NombreProducto': 'The Best of Tommy James &amp; The Shondells', 'PrecioProducto': 189.94}, {'NombreProducto': 'George T. Simon The Big Bands (3 LP Box Set w/ Insert) / Count Basie. Harry James. Duke Ellington. Les Brown. Woody Herman. Thornhill. Gene Krupa. Jimmie Lunceford. Stan Kenton. Artie Shaw. Tommy Dorsey. Benny Goodman. Charlie Barnet &amp; More', 'PrecioProducto': nan}, {'NombreProducto': 'Tommy Tommy Tommy by Henriksen, Tommy (2015-04-07)', 'PrecioProducto': nan}, {'NombreProducto': 'tommy bolin 1 &amp; 2', 'PrecioProducto': 12.94}, {'NombreProducto': 'Tommy And Rumble Have A Cigar', 'PrecioProducto': 19.95}]"
545,iuml,"[{'NombreProducto': 'DIABOLIK LOVERS &iuml;&frac12;&middot;&iuml;&frac12;&not;&iuml;&frac34;&mdash;&iuml;&frac12;&cedil;', 'PrecioProducto': 6.11}, {'NombreProducto': '&iuml;&frac12;&raquo;&iuml;&frac34;&iuml;&frac12;&yen;&iuml;&frac12;&sup3;&iuml;&frac12;&uml;&iuml;&frac34;&iuml;&frac12;&middot;&iuml;&frac12;&deg;&iuml;&frac12;&frac12;&iuml;&frac34;', 'PrecioProducto': nan}, {'NombreProducto': '&iuml;&frac12;&sup3;&iuml;&frac12;&uml;&iuml;&frac34;&trade;&iuml;&frac12;&yen;&iuml;&frac34;&Scaron;&iuml;&frac34;&Yuml;&iuml;&frac34;&oelig;&iuml;&frac12;&deg;', 'PrecioProducto': 4.97}]"
546,remember,"[{'NombreProducto': ""DO YOU REMEMBER YESTERDAY / I BET HE DON'T LOVE YOU (LIKE I LOVE YOU) (45/7&quot;)"", 'PrecioProducto': 51.8}, {'NombreProducto': ""(Remember Me) I'm The One Who Loves You / Born To Lose 7&quot; 45 - Reprise - 369"", 'PrecioProducto': nan}, {'NombreProducto': 'Remember the Golden Days of Radio, Volume 1', 'PrecioProducto': nan}, {'NombreProducto': 'Moments To Remember', 'PrecioProducto': 1.98}, {'NombreProducto': 'Remembering The Sixties, 1964', 'PrecioProducto': 0.87}]"
547,chopin,"[{'NombreProducto': ""Great Music's Greatest Hits Reader's Digest 8 Records Box Set Bach's Beethoven's Brahms' Chopin's Mozart's Rachmaninoff's Johann Strauss' Tchaikovsky's"", 'PrecioProducto': 72.01}, {'NombreProducto': 'CHOPIN NOCTURNES, VOLUME 2, ALEXANDER BRAILOWSKY, PIANIST LP', 'PrecioProducto': nan}, {'NombreProducto': 'Adam Harasiewicz Plays Frederic Chopin', 'PrecioProducto': 3.88}, {'NombreProducto': 'Chopin: The Complete Nocturnes And Impromptus', 'PrecioProducto': 34.42}, {'NombreProducto': 'Alexander Brailowsky - Chopin: Piano Solo Works Japan SICC-1427', 'PrecioProducto': nan}]"
548,1994,"[{'NombreProducto': 'Limited Edition 25th Anniversary 1994 Super Street Fighter 2 Turbo Sound Track', 'PrecioProducto': nan}, {'NombreProducto': 'One Foot in the Grave by Beck (1994) Audio CD', 'PrecioProducto': 14.44}, {'NombreProducto': 'Haydn:Symphs 45,88,104 By Jochum (1994-04-25)', 'PrecioProducto': nan}, {'NombreProducto': 'Burning For Buddy: A Tribute To The Music Of Buddy Rich by Various Artists, Steve Marcus, Kenny Aronoff, Bill Bruford, Bill Cobham, Steve G (1994) Audio CD', 'PrecioProducto': 34.0}, {'NombreProducto': ""We're givin' a party-Eurovision 1994 [Single-CD]"", 'PrecioProducto': 7.44}]"
549,something,"[{'NombreProducto': 'LARRY NORMAN SOMETHING NEW UNDER THE SON vinyl record', 'PrecioProducto': nan}, {'NombreProducto': 'Something New the Beatles Original Stereo Uk Import', 'PrecioProducto': nan}, {'NombreProducto': ""something's wrong in california / farewell party 45 rpm single"", 'PrecioProducto': nan}, {'NombreProducto': ""you're doing something awfully good 45 rpm single"", 'PrecioProducto': nan}, {'NombreProducto': ""DISC 1: 1. Motions, The - Matthew West 2. There Will Be a Day - Jeremy Camp 3. Slow Fade - Casting Crowns 4. I Will Rise - Chris Tomlin 5. I Will Not Be Moved - Natalie Grant 6. In the Hands of God - Newsboys 7. Wait and See - Brandon Heath 8. New Hallelujah, A - Michael W. Smith 9. Yours [Radio Version with New Verse] - Steven Curtis Chapman 10. My Deliverer - Mandisa 11. How He Loves - David Crowder Band 12. What Life Would Be Like - Big Daddy Weave 13. He Is - Mark Schultz 14. Savior, Please - Josh Wilson 15. You're Not Shaken - Phil Stacey DISC 2: 1. City on Our Knees - Toby Mac 2. Revelation - Third Day 3. Free to Be Me - Francesca Battistelli 4. By Your Side - Tenth Avenue North 5. Lost Get Found, The - Britt Nicole 6. Keys to the Kingdom - Group 1 Crew 7. Beautiful Ending - BarlowGirl 8. Whatever You're Doing (Something Heavenly) - Sanctus Real 9. Meaning of Life, The - Hawk Nelson 10. Never Be the Same - Red 11. Two Hands - Jars of Clay 12. All Along - Remedy Drive 13. Forever - Fireflight 14. Forgiven and Loved - Jimmy Needham 15. Words I Would Say, The - Sidewalk Prophets"", 'PrecioProducto': nan}]"
550,south,"[{'NombreProducto': 'The Southern Brothers', 'PrecioProducto': nan}, {'NombreProducto': 'South African Homecoming', 'PrecioProducto': nan}, {'NombreProducto': 'University of Tennessee Pride Of The Southland Marching Band 1996-1997', 'PrecioProducto': 13.98}, {'NombreProducto': 'Texas-Mexican Border Music south texas and Monterrey Vol 13', 'PrecioProducto': nan}, {'NombreProducto': 'The North Wind Blew South', 'PrecioProducto': nan}]"
551,davis,"[{'NombreProducto': 'Standards Zone Featuring Jaco Pastorius and Jon Davis', 'PrecioProducto': nan}, {'NombreProducto': 'Miles Davis Quintet: Cote Blues', 'PrecioProducto': 24.95}, {'NombreProducto': 'BREMNER DAVIS PHONICS THE SOUND WAY TO EASY READING vinyl record', 'PrecioProducto': nan}, {'NombreProducto': 'HYPERSPACE / THE BEAUTY AND THE BEAST (TV) (CD) Don Davis', 'PrecioProducto': nan}, {'NombreProducto': 'The Best of Jimmie Davis Country Hits - CD #10993', 'PrecioProducto': 30.98}]"
552,1995,"[{'NombreProducto': 'Self Pollution Radio - Recorded Live In Seattle, 1/8/1995', 'PrecioProducto': nan}, {'NombreProducto': 'Alternative Nation 1995', 'PrecioProducto': 33.98}, {'NombreProducto': 'Solo Collection (10 tracks, 1995)', 'PrecioProducto': 13.99}, {'NombreProducto': 'Hits Chapter 1 by Kershaw, Sammy (1995) Audio CD', 'PrecioProducto': 12.99}, {'NombreProducto': 'Christmas to Elvis by The Jordanaires (1995) Audio CD', 'PrecioProducto': nan}]"
553,jack,"[{'NombreProducto': 'Jackie Gleason Presents Lonesome Echo - Part 2', 'PrecioProducto': nan}, {'NombreProducto': ""God's Own Santa Jacket E.P."", 'PrecioProducto': nan}, {'NombreProducto': ""Kultige Dancefloor Filler aus den sp&auml;ten 80er Jahren - im typischen Stock Aitken Waterman &amp; Jack Your Body Style (CD Compilation, 13 Titel, Diverse K&uuml;nstler) Real To Reel: Love Me Like This / Glen Goldsmith: Dreaming / Sid Haywoode: He's Got Magic / U. K. 1 (One): Yeah! &quot;Turn On The Light&quot; / Marlene Ricci: Tonight u.a."", 'PrecioProducto': 19.99}, {'NombreProducto': 'MEET JACK RENO [LP VINYL]', 'PrecioProducto': 7.99}, {'NombreProducto': 'Jack Teagarden Live: Texas Trombone (7/27/58, Moore Theatre, Seattle)', 'PrecioProducto': 12.0}]"
554,festival,"[{'NombreProducto': 'The Philadelphia Folk Festival 1977', 'PrecioProducto': 7.95}, {'NombreProducto': 'DIGITAL FESTIVAL ORQUESTA,GYPSY,CreateSpace,CZARDAS (Monti),HUNGARIAN DANCE N 5 in G minor (Brahms),OCHI CHORNIA ( black eye) traditional,ZORBAS DANCE,HABANERA Opera Carmen),JUEGOS PROHIBIDOS,NEVER ON SUNDAY (Theodorakis),ARANJUEZ CONCERT Joaquin Rodrigo,FIDDLER ON THE ROOF Bock-Harnick."" />', 'PrecioProducto': 18.95}, {'NombreProducto': 'SANTANA-FESTIVAL', 'PrecioProducto': nan}, {'NombreProducto': 'Texas Folk and Outlaw Music: Kerrville Festival 1972-76', 'PrecioProducto': nan}, {'NombreProducto': '[CD] Happy Hymns Performed by The Festival Brass and Winds', 'PrecioProducto': nan}]"
555,jackson,"[{'NombreProducto': ""Wanda Jackson: In Person Live At &quot;Mr Lucky's&quot; In Phoenix Arizona"", 'PrecioProducto': 10.68}, {'NombreProducto': 'Bk2biz by Icepack Jackson', 'PrecioProducto': 46.72}, {'NombreProducto': 'Bar J Wranglers Back on the Stage at Home in Jackson Hole, Wyoming', 'PrecioProducto': nan}, {'NombreProducto': 'The Oscar Peterson Trio with Milt Jackson: Very Tall [ LP Vinyl ]', 'PrecioProducto': nan}, {'NombreProducto': 'Jimmy Clanton, Wanda Jackson, Four Aces, Duane Eddy, Gaylords..', 'PrecioProducto': 1.73}]"
556,legendary,"[{'NombreProducto': 'The Legendary', 'PrecioProducto': 12.94}, {'NombreProducto': 'James Last In Los Angeles - The Legendary 1975 Record Plant Studio Sessions', 'PrecioProducto': nan}, {'NombreProducto': 'The Legendary Guitar Amp Tapes', 'PrecioProducto': nan}, {'NombreProducto': 'The Legendary Prestige Quintet Sessions Sampler', 'PrecioProducto': 1.97}, {'NombreProducto': 'The Legendary Ella Fitzgerald: Her Greatest Performances - Readers Digest Music', 'PrecioProducto': 45.61}]"
557,bbc,"[{'NombreProducto': 'Songs from A History of Britain as featured on the BBC TV Series', 'PrecioProducto': nan}, {'NombreProducto': 'The Complete Radio Series (3 CDs) BBC Audio / BBC Radio Series 2', 'PrecioProducto': nan}, {'NombreProducto': 'Complete BBC Sessions 1967-1968', 'PrecioProducto': 70.0}, {'NombreProducto': 'BBC Music Volume II, Number 7: Beethoven Piano Sonatas', 'PrecioProducto': 3.49}, {'NombreProducto': 'Felix Weingartner cond Beethoven Symphonies 5 + 7 (BBC)', 'PrecioProducto': nan}]"
558,future,"[{'NombreProducto': 'ONCE &amp; FUTURE,THE', 'PrecioProducto': 8.96}, {'NombreProducto': 'Space 1999 - The Future Is Fantastic - Four Exciting Space Episodes', 'PrecioProducto': 15.99}, {'NombreProducto': 'To the World of the Future / Gate to Infinity by Earth &amp; Fire', 'PrecioProducto': 48.56}, {'NombreProducto': 'Cool Visions - Future Beats Of Coolmusic', 'PrecioProducto': 1.73}, {'NombreProducto': 'Oliver Future', 'PrecioProducto': 20.12}]"
559,dog,"[{'NombreProducto': 'Ghostbusters Terror Dog Vinz Action Figure by NECA', 'PrecioProducto': 200.0}, {'NombreProducto': 'Dream of the Serpent Dog', 'PrecioProducto': 32.95}, {'NombreProducto': ""Walt Disney's Dog Songs"", 'PrecioProducto': 34.98}, {'NombreProducto': 'Glucosamine for Dogs - Hip and Joint Supplement - Anti Arthritis Dog Glucosamine Chondroitin Chewable Supplement', 'PrecioProducto': nan}, {'NombreProducto': 'Az Ordog Alarcosbalja', 'PrecioProducto': 14.99}]"
560,mass,"[{'NombreProducto': 'Sanctissima: A Musical Mass for World Peace', 'PrecioProducto': 12.02}, {'NombreProducto': 'Saxophone Massage Music', 'PrecioProducto': 11.98}, {'NombreProducto': 'Mozart &quot;Coronation&quot; Mass &quot;Sparrow&quot; Mass the Vienna Choir Boys', 'PrecioProducto': 7.99}, {'NombreProducto': 'Freestylers / Get Down Massive', 'PrecioProducto': nan}, {'NombreProducto': ""Music For the Papal Mass - Jan. '99"", 'PrecioProducto': 19.98}]"
561,place,"[{'NombreProducto': 'TaikOz ~ Live at Angel Place', 'PrecioProducto': 0.4}, {'NombreProducto': 'The Place I Love', 'PrecioProducto': nan}, {'NombreProducto': 'No Time No Place', 'PrecioProducto': 6.22}, {'NombreProducto': 'HAGGARD, Merle; &amp; Janie Fricke/A Place To Fall Apart/45rpm record', 'PrecioProducto': 7.01}, {'NombreProducto': ""Don't Tell a Soul by Replacements (1990) Audio CD"", 'PrecioProducto': 18.95}]"
562,angels,"[{'NombreProducto': ""Wild Angels Country: the 90's Decade"", 'PrecioProducto': 5.73}, {'NombreProducto': 'Unseen Angels', 'PrecioProducto': 9.34}, {'NombreProducto': 'Heavenly - Music for Angels (Victorias Secret)', 'PrecioProducto': 12.98}, {'NombreProducto': 'Angels And Demons', 'PrecioProducto': 5.99}, {'NombreProducto': 'When Angels Fly by Tony Ransom &amp; The Heavenly Light Orchestra (2005-10-01)', 'PrecioProducto': nan}]"
563,van,"[{'NombreProducto': 'Van Cliburn: Piano Favorites', 'PrecioProducto': 73.87}, {'NombreProducto': 'Ivan Moravec plays Debussy: Images (Complete) / Estampes / Des Pas Sur La Niege', 'PrecioProducto': 13.87}, {'NombreProducto': 'Ludwig Van Beethoven-Cd 1:Symphony No.3 Eroica', 'PrecioProducto': 2.34}, {'NombreProducto': 'Bill Evans At Town Hall the Bill Evans Trio Volume One', 'PrecioProducto': nan}, {'NombreProducto': 'Ruggero Leoncavallo, Vincenzo Bellezza, Giovanni Martinelli, Lawrence Tibbett, Queena Mario, Alfio Tedesco, George Cehanovsky,Leoncavallo: I Pagliacci [New York -- March 10, 1934: Giovanni Martinelli, Lawrence Tibbett, Queena Mario, Alfio Tedesco, George Cehanovsky; Vincenzo Bellezza],Walhall,NB0014MUTQI"" />', 'PrecioProducto': nan}]"
564,child,"[{'NombreProducto': 'endless plasmatic childhood overdose LP', 'PrecioProducto': nan}, {'NombreProducto': 'UNIVERSAL CHILD [LP VINYL]', 'PrecioProducto': nan}, {'NombreProducto': 'When You Wish Upon A Star - Relaxation Music for Children', 'PrecioProducto': 3.33}, {'NombreProducto': 'Best of Children of the Corn', 'PrecioProducto': nan}, {'NombreProducto': 'The Dynamic Laws of Prosperity Series 1 : You are a Child of God - by Catherine Ponder', 'PrecioProducto': 14.99}]"
565,nights,"[{'NombreProducto': 'ALL IN A NIGHTS WORK [LP VINYL]', 'PrecioProducto': 64.0}, {'NombreProducto': 'Viennese Nights - Time-Life Library of Classical Favorites - Mozart, Beethoven, Schubert, Brahms, Strauss, Suppe, Lehar - 2-CD Set', 'PrecioProducto': 29.49}, {'NombreProducto': 'Patrick Ki,Quiet Nights,Desert Series Music"" />', 'PrecioProducto': 1.42}, {'NombreProducto': '3 Nights at Winterland By Jimi Hendrix Experience (Author) (0001-01-01)', 'PrecioProducto': nan}, {'NombreProducto': 'Ninety Nine Nights', 'PrecioProducto': 38.77}]"
566,mas,"[{'NombreProducto': ""'Twas The Night Before Christmas Audio Gabriel Byrne"", 'PrecioProducto': 1.46}, {'NombreProducto': 'Sanctissima: A Musical Mass for World Peace', 'PrecioProducto': 12.02}, {'NombreProducto': 'The Grateful Dead (Original Masters) / Where the Beat Meets the Street ~ Bob Weir [2 CDs]', 'PrecioProducto': nan}, {'NombreProducto': 'A Christmas Sing-in: The Robert Shaw Chorale (LP Record VIC-1509)', 'PrecioProducto': 34.75}, {'NombreProducto': 'Lucia Mendez ""Cerca De Ti"" 1. Atada a Nada 2. Te Tengo En Mis Manos 3. Culpable O Inocente 4. Ni Una Semana Mas 5. Escuchame 6. Contigo O Sin Ti 7. Que Clase De Hombre Eres Tu 8. Amiga Mia 9. Amo Todo De Ti 10. Don\'t Tell My Mamma.', 'PrecioProducto': nan}]"
567,recorded,"[{'NombreProducto': 'The Hawaiians: Mark And Diane In Concert Recorded Live in Waikiki', 'PrecioProducto': 39.99}, {'NombreProducto': 'Self Pollution Radio - Recorded Live In Seattle, 1/8/1995', 'PrecioProducto': nan}, {'NombreProducto': 'The Roycroft Recordings-The English Singers Recorded 1928', 'PrecioProducto': 14.99}, {'NombreProducto': 'Gene Pitney: Recorded live on Stage', 'PrecioProducto': nan}, {'NombreProducto': 'Recorded Live in...', 'PrecioProducto': nan}]"
568,lewis,"[{'NombreProducto': 'Ramsey Lewis Trio,Barefoot Sunday Blues,LPS-723"" />', 'PrecioProducto': nan}, {'NombreProducto': 'The Jerry Lee Lewis Gospel Album (197? Mercury SR 61318)', 'PrecioProducto': nan}, {'NombreProducto': 'Black Joe Lewis', 'PrecioProducto': nan}, {'NombreProducto': ""He don't know (1991) [Maxi-CD] [Audio CD] Huey Lewis &amp; The News"", 'PrecioProducto': 16.75}, {'NombreProducto': 'The Lewis Connection: The Lewis Connection LP', 'PrecioProducto': nan}]"
569,stories,"[{'NombreProducto': 'BATMAN - Four All New Action Adventure Stories', 'PrecioProducto': nan}, {'NombreProducto': 'More Exciting Stories for Children By Ethel Barrett [LP Record]', 'PrecioProducto': 16.62}, {'NombreProducto': 'They Told Me Their Stories Audio Book', 'PrecioProducto': nan}, {'NombreProducto': 'Inside Passage: Songs and Stories of Alaska', 'PrecioProducto': 21.97}, {'NombreProducto': ""Perfect Results Presents: Kel Spencer's Salon Stories Hosted By MC Lyte"", 'PrecioProducto': nan}]"
570,jerry,"[{'NombreProducto': 'The Jerry Lee Lewis Gospel Album (197? Mercury SR 61318)', 'PrecioProducto': nan}, {'NombreProducto': 'Tom and Jerry &amp; Tex Avery Too!Vol.1:The 1950s', 'PrecioProducto': nan}, {'NombreProducto': 'JERRY LEE LEWIS - she still comes around/ slipping around SMASH 2186 (45 vinyl record)', 'PrecioProducto': nan}, {'NombreProducto': 'JERRY LEE LEWIS - memphis beat SMASH 27079 (LP vinyl record)', 'PrecioProducto': nan}, {'NombreProducto': 'Jerry Burns', 'PrecioProducto': 9.98}]"
571,need,"[{'NombreProducto': 'I Need You (12 Inch Single Record/Vinyl)', 'PrecioProducto': nan}, {'NombreProducto': 'Aaron Carter, No Secrets, Nick Carter, Triple Image &#39;N Sync, Billy Gilman No Need,Nickelodeon&#39;s Kids&#39; Choice Music Awards 2003, Vol. 1"" />', 'PrecioProducto': nan}, {'NombreProducto': 'MARION WORTH- a woman needs love DECCA 74936 (LP vinyl record)', 'PrecioProducto': 5.98}, {'NombreProducto': 'Sandra Williams / I Want It, I Need It (Real Love)', 'PrecioProducto': 3.95}, {'NombreProducto': 'Crystal Waters / What I Need (Remix)', 'PrecioProducto': 10.0}]"
572,texas,"[{'NombreProducto': 'Welcome to Bluzhill, Texas,U750532021225"" />', 'PrecioProducto': 49.97}, {'NombreProducto': 'J.T. Adams and the Men of Texas', 'PrecioProducto': 14.75}, {'NombreProducto': 'Texas-Mexican Border Music south texas and Monterrey Vol 13', 'PrecioProducto': nan}, {'NombreProducto': 'Jack Teagarden Live: Texas Trombone (7/27/58, Moore Theatre, Seattle)', 'PrecioProducto': 12.0}, {'NombreProducto': 'Texas Guitar Summit', 'PrecioProducto': nan}]"
573,church,"[{'NombreProducto': 'The Church Sings On', 'PrecioProducto': nan}, {'NombreProducto': 'The Complete Church Pianist', 'PrecioProducto': 9.95}, {'NombreProducto': 'Paul, to the Church at Philippi', 'PrecioProducto': 9.99}, {'NombreProducto': 'Eric Church The Outsiders 12&quot; Vinyl LP + Poster Record Store Day RSD 2014', 'PrecioProducto': 49.0}, {'NombreProducto': 'Christ Church Choir - All Praise', 'PrecioProducto': nan}]"
574,presley,"[{'NombreProducto': 'Elvis Presley "" Are You Lonesome Tonight "" b/w "" Are You Lonesom Tonight "" (LAUGHING VERSION) &amp; "" I Gotta Know "" Numbered 10 Inch Vinyl Record 45 RPM {Limited Collectors Edition"" U.K. Import NEW. NOW OUT OF PRINT!!!', 'PrecioProducto': 54.88}, {'NombreProducto': 'ELVIS PRESLEY,Complete &#39;56 Sessions,CHROME DREAMS"" />', 'PrecioProducto': 17.63}, {'NombreProducto': ""Elvis Presley - Reflections of the 70's"", 'PrecioProducto': nan}, {'NombreProducto': 'Elvis Presley ...And The King for Dessert, Recorded Live at Sahara Tahoe, Lake Tahoe, May 25, 1974, Dinner Show', 'PrecioProducto': 49.95}, {'NombreProducto': 'Elvis Presley &quot; Elvis Presley &quot; First 1st Album REMASTERED 180 Gram RED Vinyl Record Album LP', 'PrecioProducto': nan}]"
575,tonight,"[{'NombreProducto': 'Elvis Presley "" Are You Lonesome Tonight "" b/w "" Are You Lonesom Tonight "" (LAUGHING VERSION) &amp; "" I Gotta Know "" Numbered 10 Inch Vinyl Record 45 RPM {Limited Collectors Edition"" U.K. Import NEW. NOW OUT OF PRINT!!!', 'PrecioProducto': 54.88}, {'NombreProducto': 'I Want Those Bright Lights Tonight', 'PrecioProducto': nan}, {'NombreProducto': 'Hollywood Party Tonight', 'PrecioProducto': 8.78}, {'NombreProducto': ""Kultige Dancefloor Filler aus den sp&auml;ten 80er Jahren - im typischen Stock Aitken Waterman &amp; Jack Your Body Style (CD Compilation, 13 Titel, Diverse K&uuml;nstler) Real To Reel: Love Me Like This / Glen Goldsmith: Dreaming / Sid Haywoode: He's Got Magic / U. K. 1 (One): Yeah! &quot;Turn On The Light&quot; / Marlene Ricci: Tonight u.a."", 'PrecioProducto': 19.99}, {'NombreProducto': 'TONIGHT TYPE-B(+BOOKLET)', 'PrecioProducto': 61.45}]"
576,billy,"[{'NombreProducto': 'Aaron Carter, No Secrets, Nick Carter, Triple Image &#39;N Sync, Billy Gilman No Need,Nickelodeon&#39;s Kids&#39; Choice Music Awards 2003, Vol. 1"" />', 'PrecioProducto': nan}, {'NombreProducto': 'Merry Christmas with David Frost and Billy Taylor (Bell 6053)', 'PrecioProducto': nan}, {'NombreProducto': 'Downhome Rockabilly', 'PrecioProducto': nan}, {'NombreProducto': 'The Best of Billy Stewart... Old School Gold Series', 'PrecioProducto': nan}, {'NombreProducto': 'CACTUS PRYOR - hillbilly humor CATTLE 54 (LP vinyl record)', 'PrecioProducto': nan}]"
577,ever,"[{'NombreProducto': 'Never Let Me Down Again', 'PrecioProducto': 32.2}, {'NombreProducto': 'Every Day The Same', 'PrecioProducto': 7.52}, {'NombreProducto': 'Every Day', 'PrecioProducto': nan}, {'NombreProducto': ""Christina Deutekom Regina: Final Scenes of Donizetti's Maria Stuarda, Anna Bolena &amp; Roberto Devereux"", 'PrecioProducto': 60.03}, {'NombreProducto': 'Doc Severinsen and Xebron', 'PrecioProducto': 124.18}]"
578,going,"[{'NombreProducto': 'Going Down? Volume 2: The Next Level Retro Elevator Music', 'PrecioProducto': 8.99}, {'NombreProducto': 'QUINCY JONES: Whats Going On Part I / Whats Going On Part II (45 RPM Vinyl) [A&amp;M Records 1316]', 'PrecioProducto': 6.98}, {'NombreProducto': ""1. Introduction to Africa - David Poore 2. Kothbiro (It's Going to Rain) - Ayub Ogada 3. Soweto Daal - Wasis Diop 4. Celebration - David Poore 5. Hope - Jabu Khanyile . The Unfolding - Dead Can Dance 7. Tabu Wote Changu Quende Sasa (All My Troubles Are Behind Me) - David Poore 8. Olugendo Lw'e Bulaya (The Journey to Europe) - Bernard Kabanda 9. Kana Neni - Rokia Traore 10. Dhow Sunset - David Poore 11. Holilili - Miriam Makeba/the Skylarks 12. Midnight Ska - Reggie Msomi's Hollywood Jazz Band 13. Makambo - Geoffrey Oryema 14. Isitimela Sangena - Wrasse Man 15. Fanta - Baaba Maal 16. Yeru Returns - David Poore 17. I Must Pass! - David Poore 18. Shosholosa - Johannesburg African Choir 19. Spiritus Sanctus - David Poore 20. Putswe Reflects - David Poore 21. Khayelihle Khaya Lami (My Beautiful Home) - Ladysmith Black Mambazo 22. Africa Finale - David Poore (Africa: Music From the Acclaimed Television Series)"", 'PrecioProducto': nan}, {'NombreProducto': ""Everybody Thinks That They're Going To Get Theirs"", 'PrecioProducto': 2.13}, {'NombreProducto': 'Going Through Hell With Style', 'PrecioProducto': 9.98}]"
